job_posting_id,job_title,company_id,company,location_id,job_location,job_level,job_type
10257,Sr Data and Applied Sci-PCCI,10257,Parkland Health,10257,Dallas  TX,Mid senior,Onsite
10258,Data Engineering Manager,10258,SIPE Education,10258,Los Angeles  CA,Mid senior,Onsite
10259,Senior Data Scientist,10259,DriveTime,10259,Dallas  TX,Mid senior,Onsite
10260,Data Scientist  Infrastructure,10260,Figma,10260,New York  NY,Mid senior,Onsite
10261,Startup Founder | Data Scientist/Machine Learning/AI Expert & Startup Founder,10261,Antler,10261,Halifax  Nova Scotia  Canada,Mid senior,Onsite
10262,Regional Data Forensics Investigator,10262,Ad Warrior,10262,Bristol  England  United Kingdom,Mid senior,Onsite
10263,Volunteer: Developer Needed to Remove a Database Malware,10263,Write-A-Book Foundation,10263,Washington  DC,Associate,Onsite
10264,Senior Software Engineer  VP (Data / System Risk) - Financial Engineering,10264,Goldman Sachs,10264,New York  NY,Mid senior,Onsite
10265,Manager  Data Engineering,10265,ZoomInfo,10265,Vancouver  WA,Mid senior,Onsite
10266,eDiscovery & Data Forensics Vice President  Project Management,10266,AlixPartners,10266,Dallas  TX,Associate,Onsite
10267,Legal Data Specialist (Global Law Firm),10267,Kay Search Group,10267,New York  NY,Mid senior,Onsite
10268,Senior Data Scientist - Large Language Models / Generative AI,10268,Datadog,10268,New York  NY,Mid senior,Onsite
10269,Sr. Data Engineer (Hybrid),10269,Jobs for Humanity,10269,York  PA,Mid senior,Onsite
10270,Principal Machine Learning Engineer  Ad Ranking,10270,Snap Inc.,10270,Seattle  WA,Mid senior,Onsite
10271,Machine Learning Engineering Manager,10271,AMD,10271,Bellevue  WA,Mid senior,Onsite
10272,QA/QC Lead - Data Centres - Europe,10272,Falcon Green,10272,King's Cross  England  United Kingdom,Mid senior,Onsite
10273,Principal Data Analyst - QuickBooks Credit Strategy,10273,Intuit,10273,Mountain View  CA,Mid senior,Onsite
10274,Principal Associate  Data Loss Prevention (DLP) Engineer,10274,Jobs for Humanity,10274,Kalamazoo  MI,Mid senior,Onsite
10275,Lead Product Manager  Data Portfolio,10275,Department for Business and Trade  - Digital  Data and Technology,10275,Belfast  Northern Ireland  United Kingdom,Mid senior,Onsite
10276,Non Destructive Examination Technician (ML),10276,REC Silicon,10276,Moses Lake  WA,Associate,Onsite
10277,Senior Data Architect,10277,Synechron,10277,Melbourne  Victoria  Australia,Mid senior,Onsite
10278,Supply Chain Data Analyst,10278,Devon Energy,10278,Oklahoma City  OK,Mid senior,Onsite
10279,Senior Product Manager - Data Governance Company Hidden Retail Cincinnati  OH Pr,10279,Agility Partners,10279,Cincinnati  OH,Mid senior,Onsite
10280,Data Engineering Architect,10280,Kforce Inc,10280,Greenwood Village  CO,Associate,Onsite
10281,Senior Data Analyst,10281,TRC Companies  Inc.,10281,San Ramon  CA,Mid senior,Onsite
10282,Senior Data Manager,10282,Barts Health NHS Trust,10282,Barbican  England  United Kingdom,Mid senior,Onsite
10283,Assistant Data Processing Manager,10283,Sutton Bank,10283,Attica  OH,Mid senior,Onsite
10284,Sr. Data Scientist,10284,Fanatics,10284,Dallas  TX,Mid senior,Onsite
10285,Architect - Data Engineering,10285,Credera,10285,Houston  TX,Mid senior,Onsite
10286,Data Center Engineer,10286,Morgan McKinley,10286,London  England  United Kingdom,Mid senior,Onsite
10287,Data Acquisition Specialist,10287,Veryfi,10287,San Mateo  CA,Mid senior,Onsite
10288,Lead Data Engineer,10288,ClickJobs.io,10288,Hartford  CT,Mid senior,Onsite
10289,Data Center Network Developer,10289,Parrish Medical Center,10289,Titusville  FL,Mid senior,Onsite
10290,Sr Data Scientist  DSP Insurance,10290,Amazon,10290,Bellevue  WA,Mid senior,Onsite
10291,Cloud Data Platform Architect,10291,CGI,10291,Edmonton  Alberta  Canada,Mid senior,Onsite
10292,Medical Technologist MT or Medical Lab Technician MLT - Laboratory,10292,Mayo Clinic,10292,Lake City  MN,Mid senior,Onsite
10293,Data analytics Manager,10293,Creditsafe,10293,Cardiff  Wales  United Kingdom,Mid senior,Onsite
10294,Data Engineer IV - Max Digital (Data Engineering),10294,ACV Auctions,10294,Manhattan  NY,Mid senior,Onsite
10295,Director  Ontology and Data Modeling,10295,Jobs for Humanity,10295,Poughkeepsie  NY,Mid senior,Onsite
10296,Cleared Data Analyst,10296,Guidehouse,10296,Washington  DC,Mid senior,Onsite
10297,2024 MLB Gameday Compliance Monitor (Seasonal),10297,Major League Baseball (MLB),10297,Los Angeles  CA,Mid senior,Onsite
10298,NBMLHD – Visiting Medical Officer in Respiratory and Sleep Medicine- Nepean Hospital – APPLY VIA eCREDENTIAL,10298,NSW Health,10298,Kingswood  New South Wales  Australia,Mid senior,Onsite
10299,Sales Director - Data & AI,10299,Accenture,10299,Austin  TX,Mid senior,Onsite
10300,RDM Release Manager  Data Center and DMZ,10300,Bank of America,10300,Atlanta  GA,Mid senior,Onsite
10301,Data Compliance Officer,10301,PDR Group,10301,Tunbridge Wells  England  United Kingdom,Mid senior,Onsite
10302,Senior Data Engineer,10302,Jobs for Humanity,10302,Concord  NH,Mid senior,Onsite
10303,Data Integrity Analyst,10303,Bon Secours,10303,Ohio City  OH,Mid senior,Onsite
10304,Senior Database Developer,10304,Akima,10304,Washington  DC,Mid senior,Onsite
10305,Sr. Data Platform Engineer,10305,EverBright,10305,Austin  TX,Mid senior,Onsite
10306,Data Architect,10306,Central Business Solutions Inc.,10306,Melbourne  FL,Mid senior,Onsite
10307,Quality Coach / IQA - IT and Data Apprenticeships,10307,KM Education Recruitment,10307,Sible Hedingham  England  United Kingdom,Mid senior,Onsite
10308,Senior Data Scientist,10308,Fractal,10308,Washington  DC,Mid senior,Onsite
10309,Data Scientist,10309,Jobs for Humanity,10309,Washington  DC,Mid senior,Onsite
10310,Data Architecture Manager,10310,North Wales Police,10310,Saint Asaph Business Park  Wales  United Kingdom,Mid senior,Onsite
10311,Senior Database Administrator / Developer,10311,ENSCO  Inc.,10311,Charlottesville  VA,Mid senior,Onsite
10312,Senior Lead Data Engineer,10312,Jobs for Humanity,10312,Charlottesville  VA,Mid senior,Onsite
10313,Data Science Supervisor,10313,EMC Insurance Companies,10313,Des Moines  IA,Mid senior,Onsite
10314,Senior Data Scientist  Product Growth,10314,Jerry,10314,Detroit  MI,Mid senior,Onsite
10315,Network Data Engineer - L3 at Montreal  Qubec (Onsite) -- Fulltime Employment,10315,Lorven Technologies Inc.,10315,Montreal  Quebec  Canada,Mid senior,Onsite
10316,Data Analyst,10316,Talent,10316,Canberra  Australian Capital Territory  Australia,Mid senior,Onsite
10317,Commissioning Senior Specialist - Data Center (Travel Required),10317,Olsson,10317,Tulsa  OK,Mid senior,Onsite
10318,Staff Machine Learning Engineer  Identity,10318,Stripe,10318,San Francisco  CA,Mid senior,Onsite
10319,Senior Data Center Critical Facilities Engineer V (night shift),10319,Equinix,10319,San Jose  CA,Mid senior,Onsite
10320,Sr. Electrical Engineer  Datacenter Engineering  Power Generation Solutions,10320,Amazon Web Services (AWS),10320,Herndon  VA,Mid senior,Onsite
10321,Data Scientist,10321,Net2Source Inc.,10321,West Sacramento  CA,Mid senior,Onsite
10322,Fulltime Job || Lead Data Engineer & Data Engineer,10322,Diverse Lynx,10322,Scottsdale  AZ,Mid senior,Onsite
10323,Senior Data Engineer / Data Engineer,10323,Piper Talent,10323,Adelaide  South Australia  Australia,Mid senior,Onsite
10324,Business Systems Analyst (Data Warehousing),10324,Dice,10324,Philadelphia  PA,Mid senior,Onsite
10325,Sr. Clinical Data Manager,10325,Dice,10325,Burlingame  CA,Mid senior,Onsite
10326,Sr. Data Engineer (Hybrid),10326,Jobs for Humanity,10326,Atlantic City  NJ,Mid senior,Onsite
10327,Medical Technologist: MT/MLT/MLS/CLS/Bachelor of Science in Biology,10327,St. Elizabeth Healthcare,10327,Edgewood  KY,Mid senior,Onsite
10328,Data Engineering Manager,10328,Linktree,10328,San Francisco  CA,Mid senior,Onsite
10329,RDM Release Manager  Data Center and DMZ,10329,Bank of America,10329,Atlanta  GA,Mid senior,Onsite
10330,Senior Data Engineer,10330,Jobot,10330,Los Angeles  CA,Mid senior,Onsite
10331,Quality Systems Spc I Doc & Data Mgt,10331,MillenniumSoft Inc,10331,Zelienople  PA,Mid senior,Onsite
10332,Engineering/Machine Learning Lead  Life Science Project,10332,X  the moonshot factory,10332,South San Francisco  CA,Mid senior,Onsite
10333,Senior Data Engineer,10333,Dice,10333,Wilmington  DE,Mid senior,Onsite
10334,Medical Technologist MT or MLT,10334,Retail Options,10334,Newark  OH,Mid senior,Onsite
10335,Data Research Fellow,10335,Oak Ridge Institute for Science and Education,10335,Washington  DC,Mid senior,Onsite
10336,Data Specialist 2,10336,St. Luke's Health System,10336,Hailey  England  United Kingdom,Mid senior,Onsite
10337,Python API Developer Data Engineer #: 23-04526,10337,HireTalent - Diversity Staffing & Recruiting Firm,10337,Newark  NJ,Mid senior,Onsite
10338,Senior Data Architect,10338,Flexton Inc.,10338,Cincinnati  OH,Mid senior,Onsite
10339,Senior Planning Manager (Data Center Construction),10339,Equinix,10339,Toronto  Ontario  Canada,Mid senior,Onsite
10340,Data Engineering Manager,10340,SIPE Education,10340,San Francisco  CA,Mid senior,Onsite
10341,Principal Data Analyst,10341,Capital One,10341,McLean  VA,Mid senior,Onsite
10342,Sr Data Scientist,10342,InfoVision Inc.,10342,Richardson  TX,Mid senior,Onsite
10343,Assistant Salon Manager - Hamlin Plaza,10343,Jobs for Humanity,10343,Winter Garden  FL,Mid senior,Onsite
10344,Data Science Manager  Growth,10344,Coinbase,10344,Portland  OR,Mid senior,Onsite
10345,RDM Release Manager  Data Center and DMZ,10345,Bank of America,10345,Atlanta  GA,Mid senior,Onsite
10346,Experimental Psychology Data Scientist - KTP Associate - BlueSkeye AI,10346,Queen's University Belfast,10346,Belfast  Northern Ireland  United Kingdom,Associate,Onsite
10347,Software Engineer 3 - Java/Database/NoSQL,10347,Captivation,10347,Annapolis Junction  MD,Mid senior,Onsite
10348,SCV Data Assurance Manager,10348,Deloitte,10348,City of London  England  United Kingdom,Mid senior,Onsite
10349,Senior Quantitative Finance Analyst  AML Model Development,10349,Bank of America,10349,Chicago  IL,Mid senior,Onsite
10350,Senior Software Engineer - Database Security,10350,Snowflake,10350,Bellevue  WA,Mid senior,Onsite
10351,Heat Networks Data Manager,10351,Department for Energy Security and Net Zero,10351,Darlington  England  United Kingdom,Mid senior,Onsite
10352,Senior MLOps Engineer,10352,Recruiting from Scratch,10352,Kennewick  WA,Mid senior,Onsite
10353,Manager  Data Engineering,10353,Dice,10353,McLean  VA,Mid senior,Onsite
10354,Farmland Action Plan Coordinator,10354,Commonwealth of Massachusetts,10354,Boston  MA,Mid senior,Onsite
10355,Senior Solutions Architect - Data (Central) - Digital Velocity,10355,CDW,10355,Chicago  IL,Mid senior,Onsite
10356,Senior Cloud Data Platform Engineer,10356,Global Channel Management  Inc.,10356,Charlotte  NC,Mid senior,Onsite
10357,Senior Data Engineer,10357,Tencent,10357,Palo Alto  CA,Mid senior,Onsite
10358,Senior Data Engineer (Remote),10358,MMS,10358,Jersey City  NJ,Mid senior,Onsite
10359,Client Relationship Consultant (Banker) NMLS - Estacada  OR,10359,U.S. Bank,10359,Estacada  OR,Associate,Onsite
10360,Senior Data Integration Engineer,10360,Peoria Unified School District,10360,Glendale  AZ,Mid senior,Onsite
10361,Dynamics 365 CE Functional Analyst (Remote) [NTT DATA],10361,CareerBeacon,10361,Vancouver  British Columbia  Canada,Mid senior,Onsite
10362,Data Tech Lead- US,10362,Zortech Solutions,10362,Raleigh  NC,Mid senior,Onsite
10363,Data Automation Engineer (TS/SCI required),10363,Innovative Data Solutions LLC,10363,Springfield  VA,Mid senior,Onsite
10364,Sales Director - Data & AI,10364,Accenture,10364,Charlotte  NC,Mid senior,Onsite
10365,Senior Manager  IPS Data Integration,10365,Bristol Myers Squibb,10365,Tampa  FL,Mid senior,Onsite
10366,Manager  Data Loss Prevention (DLP) Engineer (Symantec),10366,Jobs for Humanity,10366,Hartford  CT,Mid senior,Onsite
10367,Manager  Data Engineering,10367,Jobs for Humanity,10367,Longview  TX,Mid senior,Onsite
10368,Senior Data Engineer,10368,Valorem Reply,10368,Chicago  IL,Mid senior,Onsite
10369,Senior Director  Data Science,10369,Pfizer,10369,Boulder  CO,Mid senior,Onsite
10370,Senior Data Engineer,10370,In Technology Group,10370,Manchester  England  United Kingdom,Mid senior,Onsite
10371,Azure Data Architect / Seattle  WA (Hybrid) or Dallas  TX (Hybrid) or US Remote,10371,Spanco Solutions,10371,Seattle  WA,Mid senior,Onsite
10372,Principal Consultant/Data Architect,10372,Jobskey Search and Selection,10372,Wakefield  England  United Kingdom,Mid senior,Onsite
10373,Database Developer,10373,TekIntegral,10373,Minneapolis  MN,Mid senior,Onsite
10374,Sr SAP DATA Engineer,10374,Kellton,10374,Tampa  FL,Mid senior,Onsite
10375,Senior Technical Program Manager  Datacenter Compute Server Software,10375,NVIDIA,10375,Santa Clara  CA,Mid senior,Onsite
10376,Senior Technical Data Analyst,10376,US Tech Solutions,10376,Quincy  MA,Mid senior,Onsite
10377,VTTC Database Engineer -,10377,Mission Technologies  a division of HII,10377,Nellis AFB  NV,Mid senior,Onsite
10378,Data Scientist,10378,Concurrent Technologies Corporation,10378,Springfield  VA,Mid senior,Onsite
10379,Data Scientist  Senior Manager,10379,BioSpace,10379,Washington  DC,Mid senior,Onsite
10380,Assistant Manager  Cyber Security Engineering – Database Security,10380,Navy Federal Credit Union,10380,Vienna  VA,Mid senior,Onsite
10381,Software Data Engineer  Java,10381,Jobs for Humanity,10381,Springfield  MA,Mid senior,Onsite
10382,Sr. DataCenter Consultant with Security Clearance,10382,ClearanceJobs,10382,Macon  GA,Mid senior,Onsite
10383,Lead Databricks Developer,10383,Logic20/20  Inc.,10383,Seattle  WA,Mid senior,Onsite
10384,Data Scientist Senior -Northern  VA,10384,iSenpai  LLC,10384,Northern  VA,Mid senior,Onsite
10385,Data Assurance - Risk and Controls - Vice President,10385,JPMorgan Chase & Co.,10385,Chicago  IL,Mid senior,Onsite
10386,Data Privacy & Cybersecurity Associate,10386,Top Tier Reps,10386,San Francisco  CA,Mid senior,Onsite
10387,Senior AML/ATF Officer - 18 Month Contract,10387,Meridian Credit Union,10387,Etobicoke  Ontario  Canada,Mid senior,Onsite
10388,Data Engineer IV - Max Digital (Data Engineering),10388,ACV Auctions,10388,Alabama  United States,Mid senior,Onsite
10389,Azure Data & Analytics Solution Architect,10389,Wise Skulls,10389,Wilmington  DE,Mid senior,Onsite
10390,Corporate Data Protection Solicitor,10390,Clear IT Recruitment Ltd,10390,London  England  United Kingdom,Mid senior,Onsite
10391,Senior Data Surveillance Scientist,10391,UK Health Security Agency,10391,Seaton  England  United Kingdom,Mid senior,Onsite
10392,Senior Civil Project Manager - Data Centers,10392,Langan Engineering & Environmental Services,10392,Phoenix  AZ,Mid senior,Onsite
10393,Data Management Specialist,10393,PCI Pharma Services,10393,Avenue  MD,Mid senior,Onsite
10394,Technical Data Lead,10394,Talent,10394,Canberra  Australian Capital Territory  Australia,Mid senior,Onsite
10395,Staff Machine Learning Engineer - Seattle in Seattle  WA  USA,10395,Energy Jobline,10395,Seattle  WA,Mid senior,Onsite
10396,Chapter Lead - Enterprise Data Delivery,10396,FM Global,10396,Johnston  RI,Mid senior,Onsite
10397,Senior Project Manager - Data Center Construction,10397,Turner & Townsend,10397,Dallas  TX,Mid senior,Onsite
10398,Data Manager  Senior (PMA-262),10398,AM Pierce & Associates  Inc.,10398,Lexington Park  MD,Mid senior,Onsite
10399,Director  Ontology and Data Modeling,10399,Jobs for Humanity,10399,Dover  DE,Mid senior,Onsite
10400,Sr. Data Engineer (Hybrid),10400,Jobs for Humanity,10400,Harrisonburg  VA,Mid senior,Onsite
10401,Senior MLOps Engineer,10401,Recruiting from Scratch,10401,San Francisco  CA,Mid senior,Onsite
10402,Low Latency Java Developer (Market Data exp REQUIRED),10402,Steneral Consulting,10402,New York  NY,Mid senior,Onsite
10403,Immediate Hiring : Sr. Java Big Data Developer-Alpharetta  GA (Onsite  Hybrid Model),10403,SPAR Information Systems LLC,10403,Alpharetta  GA,Mid senior,Onsite
10404,Datacenter Technician,10404,N2S Industrial & Commercial Solutions LLC,10404,Toronto  Ontario  Canada,Associate,Onsite
10405,Summer 2024 Configuration and Data Management Intern- Undergrad (R38240),10405,BLUE ORIGIN,10405,Merritt Island  FL,Mid senior,Onsite
10406,Manager Data Analytics 2 with Security Clearance,10406,ClearanceJobs,10406,Palmdale  CA,Mid senior,Onsite
10407,Vendor Master Collection Data Analyst - Urgent Need,10407,MillenniumSoft Inc,10407,San Antonio  TX,Mid senior,Onsite
10408,Senior Thermal Mechanical Engineer  Data Center GPU,10408,AMD,10408,Austin  TX,Mid senior,Onsite
10409,2024 MLB Gameday Compliance Monitor (Seasonal),10409,Major League Baseball (MLB),10409,Arlington  TX,Mid senior,Onsite
10410,Sr. Quality Analyst  Machine Learning  Prime Video Trust & Safety,10410,Prime Video & Amazon Studios,10410,Austin  TX,Mid senior,Onsite
10411,Member of Technical Staff: Data,10411,Essential AI,10411,San Francisco  CA,Mid senior,Onsite
10412,Database Architect Remote position,10412,Avani Tech Solutions Private Limited,10412,Pennsylvania  United States,Mid senior,Onsite
10413,Principal Data Scientist,10413,Experfy,10413,Boston  MA,Mid senior,Onsite
10414,RDM Release Manager  Data Center and DMZ,10414,Bank of America,10414,Richmond  VA,Mid senior,Onsite
10415,Data & Analytics Manager,10415,Internet Marketing Inc. (now REQ),10415,Washington  DC,Mid senior,Onsite
10416,Cloud Data Solution Architect,10416,CGI,10416,Halifax  Nova Scotia  Canada,Mid senior,Onsite
10417,Senior Data Analyst (Flights team  Bangkok-based  Relocation provided),10417,Agoda,10417,Austin  TX,Mid senior,Onsite
10418,Sr. Data Engineer  New York City  NY (Hybrid),10418,Stellent IT,10418,New York  NY,Mid senior,Onsite
10419,Manager  Data Engineering (Python  AWS  Airflow  Snowflake) (Hybrid),10419,Jobs for Humanity,10419,Taunton  MA,Mid senior,Onsite
10420,CASINO Database Marketing Analyst,10420,Jobot,10420,Espanola  NM,Mid senior,Onsite
10421,Pixel System Architect Lead  Machine Learning,10421,Google,10421,Mountain View  CA,Mid senior,Onsite
10422,Lead Data Protection Analyst,10422,Sharpedge Solutions Inc,10422,Cary  NC,Mid senior,Onsite
10423,Sr. Data Engineer- Underwriting (Hybrid),10423,Selective Insurance,10423,Branchville  NJ,Mid senior,Onsite
10424,Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,10424,Bluebeacontruckwash,10424,Saint-Lambert-de-Lévis  Quebec  Canada,Mid senior,Onsite
10425,Teamleider Marketing en Communicatie - Energiewacht,10425,Techniekwerkt.nl,10425,Zwolle  LA,Mid senior,Onsite
10426,Sr Data Scientist  Ads & Offers,10426,Uber,10426,San Francisco  CA,Mid senior,Onsite
10427,Senior Oracle Database Developer,10427,Advanced Knowledge Tech LLC,10427,Jersey City  NJ,Mid senior,Onsite
10428,Senior Data Analyst (Flights team  Bangkok-based  Relocation provided),10428,Agoda,10428,Seattle  WA,Mid senior,Onsite
10429,Clinical Research Data Specialist,10429,University of Miami,10429,Miami  FL,Mid senior,Onsite
10430,Medical Technologist (MT/MLT) - Competitive Pay + Sign on bonus,10430,Connected Health Care,10430,Boise  ID,Mid senior,Onsite
10431,Senior Database Administrator,10431,Precision Solutions  LLC,10431,Springfield  VA,Mid senior,Onsite
10432,Senior Specialist  Lead Database Programmer - Clinical Database Services,10432,Merck,10432,West Point  PA,Mid senior,Onsite
10433,Lab Technical Sec Lead-MT/MLS,10433,Deaconess Health System,10433,Evansville  IN,Mid senior,Onsite
10434,Data Architect - Senior,10434,Lever Middleware Test Company 2,10434,San Francisco  CA,Mid senior,Onsite
10435,Advanced Technology Data Center Program Manager PM IV,10435,Fluor Corporation,10435,Greenville  SC,Mid senior,Onsite
10436,AWS Data Engineer,10436,Bright Vision Technologies,10436,Johnston  IA,Mid senior,Onsite
10437,Senior MLS Engineer  Autonomous Driving Startup,10437,Recruiting from Scratch,10437,Concord  CA,Mid senior,Onsite
10438,Data Architect Locations: Chicago  IL,10438,Executive Staff Recruiters / ESR Healthcare,10438,Chicago  IL,Mid senior,Onsite
10439,Senior Machine Learning Engineer,10439,Jobot,10439,Chicago  IL,Mid senior,Onsite
10440,Sr Healthcare Data Analyst - Ben Taub Hospital,10440,Harris Health System,10440,Houston  TX,Mid senior,Onsite
10441,Data Steward,10441,STEMBoard,10441,Tampa  FL,Mid senior,Onsite
10442,Product Support Engineer - Data Security,10442,Imperva,10442,Toronto  Ontario  Canada,Mid senior,Onsite
10443,Data Audit Associate,10443,Samaritan's Purse,10443,Boone  NC,Mid senior,Onsite
10444,Senior Data Scientist,10444,United Airlines,10444,Chicago  IL,Mid senior,Onsite
10445,Staff Machine Learning Engineer,10445,owl.co,10445,Toronto  Ontario  Canada,Mid senior,Onsite
10446,Manager  Data Loss Prevention (DLP) Engineer (Symantec),10446,Jobs for Humanity,10446,Chicago  IL,Mid senior,Onsite
10447,Senior MLS Engineer  Autonomous Driving Startup,10447,Recruiting from Scratch,10447,Cleveland  OH,Mid senior,Onsite
10448,SR. ANALYST  DATA-HYBRID,10448,Independence Health System - Westmoreland Area,10448,Greensburg  PA,Mid senior,Onsite
10449,Senior QA Lead (Data Services),10449,Blue Star Partners,10449,Minneapolis  MN,Mid senior,Onsite
10450,Travel Medical Technologist (MT/MLT) - ASCP REQUIRED,10450,Connected Health Care,10450,Jersey City  NJ,Mid senior,Onsite
10451,Manager  Cyber Risk & Analysis (Machine Learning),10451,Jobs for Humanity,10451,New York County  NY,Mid senior,Onsite
10452,Calibration Dataset Manager – Automotive,10452,Energy Jobline,10452,Wichita  KS,Mid senior,Onsite
10453,Senior Data Engineer,10453,Atlassian,10453,Sydney  New South Wales  Australia,Mid senior,Onsite
10454,Senior MLOps Engineer,10454,Recruiting from Scratch,10454,Fremont  CA,Mid senior,Onsite
10455,Data Architect Staff,10455,QTC Management  Inc.,10455,Philadelphia  PA,Mid senior,Onsite
10456,ORSA / Data Scientist (23-050),10456,CTI,10456,Meyer Camp  HI,Associate,Onsite
10457,Principal Machine Learning Scientist,10457,X4 Life Sciences,10457,New York  United States,Mid senior,Onsite
10458,Manager  Cyber Risk & Analysis (Machine Learning),10458,Jobs for Humanity,10458,Newark  NJ,Mid senior,Onsite
10459,Data Quality Manager,10459,CyncHealth,10459,Omaha  NE,Mid senior,Onsite
10460,Medical Technologist/MT/MLT/POC (Full-time Night Shift + Bonus),10460,Baptist Emergency Hospital,10460,Pittsburgh  PA,Mid senior,Onsite
10461,Contractor - Epic Clarity Data Analyst - Revenue Cycle,10461,Deloitte,10461,Nevada  United States,Mid senior,Onsite
10462,DTAS Fleet Data Manager SME - San Diego,10462,General Dynamics Information Technology,10462,San Diego  CA,Mid senior,Onsite
10463,Manager Contracting & Provider Data,10463,Driscoll Children's Hospital,10463,Corpus Christi  TX,Mid senior,Onsite
10464,Data Scientist/Senior Data Scientist,10464,Coinbase,10464,San Francisco  CA,Mid senior,Onsite
10465,Engineering Lead - Database Reliability,10465,Wise,10465,London  England  United Kingdom,Mid senior,Onsite
10466,Senior Principal Data Scientist,10466,OneTrust,10466,Atlanta  GA,Mid senior,Onsite
10467,Senior MLOps Engineer,10467,Recruiting from Scratch,10467,Las Vegas  NV,Mid senior,Onsite
10468,MLT,10468,Fusion Medical Staffing,10468,Stony Brook  NY,Mid senior,Onsite
10469,Datacenter Management Product Owner - Physical Hosting Target Sites,10469,Wells Fargo,10469,New York  NY,Mid senior,Onsite
10470,Technical Program Manager - Data Privacy,10470,Coinbase,10470,Seattle  WA,Mid senior,Onsite
10471,Customer Service Representative/Data Analyst/Data Entry Clerk,10471,Drmartens,10471,Farnham  Quebec  Canada,Mid senior,Onsite
10472,2024 MLB Gameday Compliance Monitor (Seasonal),10472,Major League Baseball (MLB),10472,Baltimore  MD,Mid senior,Onsite
10473,Principal Product Manager  ML Applications,10473,Warner Bros. Discovery,10473,Bellevue  WA,Mid senior,Onsite
10474,Financial Data Analyst/ Power BI Reporting Analyst,10474,Dice,10474,Newark  NJ,Mid senior,Onsite
10475,Data Protection Manager (Remote Opportunity),10475,Smithfield Foods,10475,Smithfield  VA,Mid senior,Onsite
10476,Certified Peer SpeciaCertified Peer Specialist  Adult Crisis Intervention and Stabilization Teamlist  Adult Crisis Intervention and Stabilization Team,10476,Elwyn,10476,Philadelphia  PA,Mid senior,Onsite
10477,Senior MLOps Engineer,10477,Recruiting from Scratch,10477,Boston  MA,Mid senior,Onsite
10478,Big Data MDM Consultant,10478,Diverse Lynx,10478,Trenton  NJ,Mid senior,Onsite
10479,MERCH PRODUCTION DATABASE MANAGER,10479,Dollar General,10479,Goodlettsville  TN,Mid senior,Onsite
10480,Research Scientist  Machine Learning,10480,Oxford Nanopore Technologies,10480,Oxford  England  United Kingdom,Mid senior,Onsite
10481,Lead Data Governance Analyst,10481,F.N.B. Corporation,10481,Pittsburgh  PA,Mid senior,Onsite
10482,Global AML/CFT and Sanctions Compliance Manager,10482,JDHuntr In-House Counsel Jobs,10482,San Francisco  CA,Mid senior,Onsite
10483,Senior Mechanical Engineer - Data Center,10483,Olsson,10483,Dallas  TX,Mid senior,Onsite
10484,Clinical Data Scientist - with Programming Focus,10484,Boehringer Ingelheim,10484,Ridgefield  CT,Mid senior,Onsite
10485,Lead Software Engineer  Full Stack (Enterprise Data),10485,Jobs for Humanity,10485,Scranton  PA,Mid senior,Onsite
10486,Senior Preconstruction Estimator - Data Center Construction,10486,Turner & Townsend,10486,Ames  IA,Mid senior,Onsite
10487,Senior Data Engineer,10487,Jobs for Humanity,10487,York  PA,Mid senior,Onsite
10488,Senior MLS Engineer  Autonomous Driving Startup,10488,Recruiting from Scratch,10488,Colorado Springs  CO,Mid senior,Onsite
10489,Senior Database Engineer/Architect,10489,Steneral Consulting,10489,Oakland  CA,Mid senior,Onsite
10490,Senior Data Scientist – Patient Journey,10490,CVS Health,10490,New York  NY,Mid senior,Onsite
10491,Data Analyst,10491,Acro Service Corp,10491,Louisville  KY,Associate,Onsite
10492,Azure Data Solutions Architect/Engineer,10492,Dice,10492,Edison  NJ,Mid senior,Onsite
10493,Analytics Data science and IOT Lead- Atlanta,10493,Soho Square Solutions,10493,Atlanta  GA,Mid senior,Onsite
10494,Credit Data Analytics Lead  AVP,10494,Barclays Bank US,10494,Wilmington  DE,Mid senior,Onsite
10495,Sr. Software Engineer  ML Acceleration and Performance,10495,Rivian,10495,Palo Alto  CA,Mid senior,Onsite
10496,DATA ARCHITECT,10496,Advanced Knowledge Tech LLC,10496,Minneapolis  MN,Mid senior,Onsite
10497,Quantitative Data Engineer,10497,Jobs for Humanity,10497,New York  NY,Mid senior,Onsite
10498,AWS DATA ENGINEER | BEAVERTON  OR – HYBRID | Industry: Retail / Wholesale,10498,Vodastra Technologies,10498,Beaverton  OR,Mid senior,Onsite
10499,Principal / Senior Principal Instrumentation and Data Acquisition Hardware Engineer,10499,Northrop Grumman,10499,Edwards  CA,Mid senior,Onsite
10500,Lead Data Engineer (Fintech team) (Bangkok based  relocation provided),10500,Agoda,10500,Detroit  MI,Mid senior,Onsite
10501,Lead Software Engineer  Full Stack (Enterprise Data),10501,Jobs for Humanity,10501,Hartford  CT,Mid senior,Onsite
10502,Principal Data Solutions Consultant - Presales,10502,Sourced Group an Amdocs Company,10502,New York  United States,Mid senior,Onsite
10503,Senior MLS Engineer  Autonomous Driving Startup,10503,Recruiting from Scratch,10503,Albuquerque  NM,Mid senior,Onsite
10504,Lead Machine Learning Engineer  Corporate Vice President,10504,Professional Diversity Network,10504,New York  NY,Mid senior,Onsite
